#Produktgruppe;Lieferant;Artikelnummer;Bezeichnung;Barcode;Herkunftsland;VPE;VK-Preis;EK-Preis;Variabel
Marmeladen und Konfitüren;ethiquable;5104;ORANGE LIMETTE KONFITÜRE, 240g 240g;;Peru;8;2,49;;
Marmeladen und Konfitüren;ethiquable;5106;Ananas Guave Limette Konfitüre 240g;;Peru;8;2,49;;
Marmeladen und Konfitüren;GEPA;1662008;Limette, Feine Marmelade 340g;;Swasiland;6;3,9;;
Marmeladen und Konfitüren;dwp;rph813001;"Fruchtaufstrich ""Mango"" 225g";;Phil., Para.;6;3,29;;
Marmeladen und Konfitüren;GEPA;1662007;Mango, Feine Konfitüre 340g;;Swasiland;6;3,9;;
Marmeladen und Konfitüren;EP;lb410005;Fruchtaufstrich Feige mit Sesam 180 g;;Libanon;24;2,79;;
Marmeladen und Konfitüren;EP;gf110001;Fruchtaufstrich Limette-Ingwer 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110002;Fruchtaufstrich Limette-Vanille 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110003;Fruchtaufstrich Ananas-Maracuja 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110004;Fruchtaufstrich Guave 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110005;Fruchtaufstrich Tomate-Vanille 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110007;Fruchtaufstrich Mango-Rum 210g;;Französisch-Guayana;6;3,95;;
Marmeladen und Konfitüren;EP;gf110009;Fruchtaufstrich Mango-Mammiapfel 210g;;Französisch-Guayana;6;3,95;;
Herzhafte Brotaufstriche;dwp;rfb313001;Brotaufstrich Chili scharf-fruchtig 125 g;;;6;2,99;;
Herzhafte Brotaufstriche;dwp;rfb313002;Brotaufstrich Curry-Ananas exotisch-pikant 125 g;;;6;2,99;;
Herzhafte Brotaufstriche;dwp;rfb313003;Brotaufstrich Tomate Joghurt mediterran-cremig 125 g;;;6;2,99;;
Herzhafte Brotaufstriche;dwp;rpl219008;Aufstrich Tomate-Kapern 180 g;;Palästina;6;5,9;;
Tafelschokolade;GEPA;8951807;Mascobado Vollmilch,                                 Bio Schokolade 38% Cacao 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8951808;Mascobado Blanc,                                 Weiße Bio Schokolade 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901859;Grand Noir Bio Edelbitter    Bitterschokolade mit 85% Cacao 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901860;Grand Noir Bio Zartbitter Bitterschokolade mit 70% Cacao 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901858;Grand Noir Bio Orange,  Bitterschokolade mit 70% Cacao 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901857;Grand Noir Bio Feinherb Zartbitterschokolade mit 55% Cacao 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8951802;Vollmilch pur,                                               Bio Schokolade 37% Cacao 100g;;diverse ;10;1,59;;
Tafelschokolade;GEPA;8951803;Zartbitter mild,                                             Bio Schokolade 60% Cacao 100g;;diverse ;10;1,59;;
Tafelschokolade;GEPA;8951805;Ganze Nuß Bio Schokolade Vollmilch 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8951804;Ganze Mandel,                                           Bio Schokolade Vollmilch 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8951847;Grappa Traube, Bio Schokolade Vollmilch 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901820;Praliné Vollmilchschokolade mit Haselnuß-Nougatfüllung 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8901819;Minze Zartbitterschokolade mit Minzcremefüllung 100g;;diverse ;10;1,99;;
Tafelschokolade;GEPA;8911806;Vollmilch, 32% Cacao 100g;;Afrika Costa Rica;10;1,39;;
Tafelschokolade;GEPA;8911810;Sahne Noisette, 18% Haselnuß 100g;;Afrika Costa Rica;10;1,39;;
Tafelschokolade;GEPA;8911863;Zartbitter, 70% Cacao 100g;;Afrika Costa Rica;10;1,39;;
Tafelschokolade;GEPA;8951801;Weisse, Vanille 100g;;Afrika Costa Rica;10;1,39;;
Tafelschokolade;GEPA;8961801;Zartbitterschokolade 70% Kakao 40 g;;diverse;20;0,99;;
Tafelschokolade;GEPA;8961802;Vollmilch Caramell Salz feine Vollmilchschokolade 40 g;;diverse;20;0,99;;
Tafelschokolade;GEPA;8961803;Weiße Zitrone Pfeffer weiße Joghurtschokolade 40 g;;diverse;20;0,99;;
Tafelschokolade;GEPA;8961804;Weiße Mango Kokos weiße Joghurtschokolade 40 g;;diverse;20;0,99;;
Tafelschokolade;GEPA;8961805;Weiße Erdbeere weiße Joghurtschokolade 40 g;;diverse;20;0,99;;
Tafelschokolade;GEPA;8951839;Mandel Orange Feine Bio Zartbitter, 55% Kakao 100g;;diverse ;10;2,29;;
Tafelschokolade;GEPA;8951812;Café Blanc Weiße Bio Schokolade 100g;;diverse ;10;2,29;;
Tafelschokolade;GEPA;8951809;Espresso Caramel Feine Bio Vollmilch 38% Cacao 100g;;diverse ;10;2,29;;
Tafelschokolade;GEPA;8951811;Fleur de Sel Feine Bio Vollmilch 37 Cacao 100g;;diverse ;10;2,29;;
Tafelschokolade;GEPA;8951810;Kardamom Feine Bio Vollmilch 38% Cacao 100g;;diverse ;10;2,29;;
Tafelschokolade;GEPA;8951827;Cacao Nibs Feine Bio Zartbitter 70% Cacao 100g;;diverse ;10;2,29;;
Tafelschokolade;ethiquable;3208;Vollmilch Schokolade mit Puffreis 100g;;diverse Länder;18;2,19;;
Tafelschokolade;ethiquable;3002;Noir Schokolade mit Kakao Splittern 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3003;Noir Schokolade 80% 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3201;VOLLMILCH CASHEWNUSS (Vollmilch-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3203;VOLLMILCH KOKOS  (Vollmilch-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3204;VOLLMILCH KAFFEE ZIMT  (Vollmilch-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3202;VOLLMILCH LEINSAMEN INGWER  (Vollmilch-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3210;Vollmilch Noisette Krokant (Vollmilch-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3101;NOIR 70% PERU  (Zartbitter-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3102;Noir Schokolade mit Kaffee Mandel  (Zartbitter-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3206;NOIR QUINOA  (Zartbitter-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3207;NOIR GRÜNER TEE MINZE  (Zartbitter-Schokolade), 100g 100g;;diverse Länder;20;2,19;;
Tafelschokolade;ethiquable;3104;Noir Salzkaramellsplitter (Zartbitter-Schokolade) 100g;;diverse Länder;20;2,19;;
Tafelschokolade;EP;pg210400;Pralinenschokolade Chili & Whisky 75g;;Papua-Neuguinea;5;3,19;;
Tafelschokolade;EP;pg210420;Pralinenschokolade Lavendel & Waldfrucht 75g;;Papua-Neuguinea;5;3,19;;
Tafelschokolade;EP;pg210430;Pralinenschokolade Ingwer & Sesam 75g;;Papua-Neuguinea;5;3,19;;
Tafelschokolade;EP;pg210260;Pralinenschokolade Mandel & Mocca 75g;;Papua-Neuguinea;5;3,19;;
Tafelschokolade;EP;bo010100;Mascao BIO Vollmilchschokolade 100 g;;diverse ;13;2,39;;
Tafelschokolade;EP;bo010102;"Mascao BIO ""Noir"" Edelbitter-Schokolade 100 g";;diverse ;13;2,39;;
Tafelschokolade;EP;bo010113;"Mascao BIO ""Kokos"" Kokosschokolade 100 g";;diverse ;13;2,49;;
Tafelschokolade;EP;bo010110;"Mascao BIO ""Cappuccino"" Pralinenschokol. 100 g";;diverse ;8;2,99;;
Tafelschokolade;EP;bo010120;"Mascao BIO ""Noir Orange"" Dunkle Schokolade mit kandierten Orangen 80 g";;diverse ;14;2,49;;
Tafelschokolade;EP;bo010122;"Mascao BIO ""Zartbitter Kakaobohne"" Zartbittersch. mit Kakaobohnensplittern 80 g";;diverse ;14;2,39;;
Tafelschokolade;EP;bo010123;"Mascao BIO ""Mandelkrokant"" Weiße Schokolade mit Mandelkrokant 80 g";;diverse ;14;2,49;;
Tafelschokolade;EP;bo010126;Mascao Zartbitterschokolade Mit Zitronencrisp und schwarzem Pfeffer 80 g;;diverse ;14;2,39;;
Tafelschokolade;EP;bo010127;Mascao Vollmilchschokolade Mit Karamellnougat und Meersalz 80 g;;diverse ;14;2,39;;
Tafelschokolade;EP;do010100;Zartbitterschokolade Grüner Tee & Minze 100 g;;diverse ;10;2,19;;
Tafelschokolade;EP;do010101;Vollmilchschokolade Sesam & Ingwer 100 g;;diverse ;10;2,19;;
Tafelschokolade;EP;do010102;Vollmilchschokolade Kaffee & Zimt 100 g;;diverse ;10;2,19;;
Saisonartikel;GEPA;8901814;Bio Osterhase, ausgemalt ca. 16cm, Hohlfigur, Vollmilchschokolade 80 g;;diverse;6;3,29;;
Saisonartikel;GEPA;8901843;Bio Schoko Osterhase ca. 16cm, Hohlfigur, Vollmilch 65 g;;diverse;20;1,69;;
Saisonartikel;GEPA;8951853;Bio Schoko Osterhase Vollmilch massiv 12,5 g;;diverse;80;0,49;;
Saisonartikel;GEPA;8901852;Osterschoko Bio Schokotäfelchen 3x15g 45 g;;diverse;36;1,49;;
Saisonartikel;GEPA;8901815;Osterschoko Bio Schokotäfelchen 25x15g 375g;;diverse;1;9,99;;
Saisonartikel;GEPA;895187002;Bio Osterriegel Schokoriegel mit Milchcremefüllung 37,5 g;;diverse;20;0,99;;
Saisonartikel;GEPA;8951879;Bio Oster Paranußeier mit feiner Vollmilchschokolade 100 g;;diverse;10;3,29;;
Saisonartikel;EP;sa212150;Rotbusch Ostertee 100 g;;Südafrika;7;3,39;;
Tafelschokolade;GEPA;891180602;Schutzengel Schokolade, Feine Vollmilch 100g;;Afrika Costa Rica;10;1,39;;
Tafelschokolade;GEPA;8951857;Genuß Pur Mascobado Vollmilchschokolade 10 g;;diverse;50;0,35;;
Tafelschokolade;GEPA;8901827;Mini Bio Vollmilch, Mini-Täfelchen 100x3g;;diverse ;5;7,9;;
Tafelschokolade;GEPA;8901828;Mini Bio Noir Orange 70% Cacao, Mini-Täfelchen 100x3g;;diverse ;5;7,9;;
Saisonartikel;GEPA;8951885;Schoko Glücksschwein Hohlfigur Vollmilch, bemalt mit weißer Schokolade 50 g;;diverse;8;2,99;;
Schokoriegel;GEPA;8901806;Fairetta Quinua Crisp Quinua-Crisp in Vollmilchschokolade 45 g;;diverse ;20;0,99;;
Schokoriegel;GEPA;8911880;Fairetta Weiße Crisp Reis-Crispies in weißer Schokolade 45 g;;diverse ;20;0,99;;
Schokoriegel;GEPA;8911852;Fairetta Black & White feine Joghurt- und Vollmilchschokolade 45 g;;Afrika Costa Rica;20;0,99;;
Schokoriegel;GEPA;8901849;Fairetta Krokant Vollmilch Honig-Mandelkrokant in Vollmilchschokol. 45 g;;diverse ;20;0,99;;
Schokoriegel;GEPA;8951869;Fairetta Ingwer Zartbitter Kandierte Ingwerstückchen in Zartbitter 37,5g;;Peru/Dom. Rep./Paraguay;20;0,99;;
Schokoriegel;GEPA;8951870;milk & creamy Kids Vollmilch gefüllt mit Milchcreme 37,5g;;Peru/Dom.Rep Parag./Ghana;20;0,99;;
Schokoriegel;GEPA;8951871;milk & creamy Kokos Vollmilch gefüllt mit Kokos-Milchcreme 37,5g;;Peru/Dom.Rep Parag./Ghana;20;0,99;;
Schokoriegel;GEPA;8951890;milk & fruity Lemon Vollmilch gefüllt mit Lemon-Joghurtcreme 37,5g;;Peru/Dom. Rep./Paraguay;20;0,99;;
Schokoriegel;GEPA;8951872;milk & fruity Himbeere Vollmilch gefüllt mit Himbeer-Joghurtcreme 37,5g;;Peru/Dom.Rep Parag./Ghana;20;0,99;;
Schokoriegel;GEPA;8951874;Praliné Noisette Riegel Weiße und Vollmilch mit Nougatfüllung 37,5g;;Peru/Dom. Rep./Paraguay;20;0,99;;
Schokoriegel;GEPA;8951875;Praliné Macchiato Riegel Weiße und VM mit Espresso-Milchcreme 37,5 g;;Peru/Dom. Rep./Paraguay;20;0,99;;
Schokoriegel;GEPA;8951876;Praliné Espresso Riegel Zartbitter mit Espresso-Milchcreme 37,5 g;;Peru/Dom. Rep./Paraguay;20;0,99;;
Schokoriegel;EP;bo010150;Mango-Kokos Schokoriegel, kbA 33 g;;diverse ;12;1,39;;
Schokoriegel;EP;bo010151;Getreide-Crisp Schokoriegel, kbA 33 g;;diverse ;12;1,39;;
Confiserie;GEPA;8951866;Sahne-Kakao Mandeln Mandeln in feiner Noisette-Schokolade 100g;;Palästina u.a.;10;3,49;;
Confiserie;GEPA;8951862;Bio Schoko Noir Paranüsse Paranüsse in Zartbitterschokolade 100g;;diverse;10;3,49;;
Confiserie;GEPA;8951861;Bio Schoko Espressobohnen in Vollmilch-, Bitter- u. Weißer Schokolade 100g;;diverse;10;3,49;;
Confiserie;GEPA;8951865;Feine Schoko Rosinen in Vollmilchschokolade 100g;;diverse;10;3,49;;
Confiserie;GEPA;8911848;Edle Schoko Mangos Mangostücke in Vollmilchschokolade 100g;;Philippinen u.a.;10;3,49;;
Confiserie;GEPA;8951864;Schoko Likörkugeln Kaffee- u. Eierlikör in VM u. weißer Sch. 100g;;diverse;10;3,49;;
Confiserie;GEPA;8951863;Bio Joghurt–Cashewnüsse Cashewkerne in Joghurtschokolade 100g;;diverse;10;3,49;;
Confiserie;GEPA;8951860;Bio Schoko Knusperkugeln in Weißer und Vollmilchschokolade 100g;;diverse;10;3,49;;
Confiserie;GEPA;8951867;Bio Schoko Kokosstäbchen Feine Kokosstäbchen in Vollmilchschokol. 100g;;diverse;10;3,49;;
Confiserie;GEPA;8919116;Cappuccino Schoko Confiserie Bio Riegel 35g;;diverse ;18;1,29;;
Confiserie;GEPA;8919117;Latte Macchiato Schoko Confiserie Bio Riegel 35g;;diverse ;18;1,29;;
Confiserie;GEPA;8951855;Bio Schoko-Crispies Vollmilchschokolade mit Reis-Quinua Crispies 100g;;Bolivien u.a.;6;2,69;;
Confiserie;GEPA;8951868;Nougatherzen Vollmilchschokolade und Nouogatcreme 90 g;;diverse;6;3,49;;
Confiserie;dwp;rpl214002;Zuckermandeln aus Palästina 75 g;;Palästina;6;2,7;;
Confiserie;EP;bo110100;Crunchy Nuts Schokolierte Paranüsse mit Zartbitter-, Vollmilch- und weißer Schokolade 125 g;;Bolivien u.a.;10;3,49;;
Confiserie;EP;bo110101;Chili Nuts Schoko-Paranüsse mit Zartbitterschokolade 125 g;;Bolivien u.a.;10;3,39;;
Confiserie;EP;cu110100;"""Varadero Negro"" Schoko-Rumkugeln 100 g";;Cuba u.a.;10;3,29;;
Confiserie;EP;cu110101;"""Cubita Negro"" Kaffeelikörkugeln 100 g";;Cuba u.a.;10;3,29;;
Confiserie;EP;ch110100;Schoko-Rosinen 125 g 125 g;;Chile u.a.;10;2,95;;
Confiserie;EP;do010300;Karamelisierte Kakaobohnen Ganz, geröstet 100g;;;10;3,29;;
Confiserie;dwp;rpe414001;Schokolierte Physalis in Edelbitterschokolade 100g;;;10;3,49;;
Confiserie;dwp;rfb514001;Schokolierte Kürbiskerne in Vollmilchschokolade 100g;;;10;3,19;;
Confiserie;dwp;rph814028;Schokolierte grüne Mangos In Edelbitterschokolade 100g;;;10;3,49;;
Confiserie;dwp;rme818001;"Coffee Beans ""Espresso"", geröstete Kaffeebohhnen mit Zartbittterschokolade 25 g";;diverse ;30;1,2;;
Confiserie;dwp;rpa014004;Schokolinsen, Vollmilchschokolade, dragiert mit Zuckerguß 37 g;;;30;1,2;;
Confiserie;dwp;rfb418003;Torroncini – italienischer, weißer Nougat, mit Mandeln und Pistazien, in kleinen Portionen 150 g;;;6;5,89;;
Confiserie;dwp;rfb418008;Nougatini – italienische Nougat-Pralinen 135g;;;6;5,09;;
Confiserie;dwp;rfb418023;Quadratini – ital. Nougat m. Haselnüssen aus Piemont 110 g;;;6;5,39;;
Confiserie;dwp;rfb418009;Baci di Dama – italienisches Haselnußgebäck mit Nougatfüllung 125 g;;;6;3,99;;
Confiserie;dwp;rfb418014;Tartufi – italienische Trüffel Straciatella 125 g;;;6;5,19;;
Confiserie;dwp;rfb418005;Tartufi – italienische Trüffel Mit Vollmilchschokolade 125 g;;;6;5,19;;
Confiserie;dwp;rfb418006;Tartufi – italienische Trüffel Mit Edelbitterschokolade 125 g;;;6;5,19;;
Confiserie;dwp;rfb418007;Tartufi – italienische Trüffel Mit weißer Schokolade 125 g;;;6;5,19;;
Confiserie;dwp;rfb418013;Tartufi – italienische Trüffel Mit Gianduja Schokolade und Kirschen 125 g;;;6;5,19;;
Confiserie;dwp;rfb418019;Tartufi – italienische Trüffel Espresso 125 g;;;6;5,19;;
Confiserie;EP;sa510600;Nougatbox Schokolade Cranberry Nougat in Zartbitter & Mandelnougat in Vollmilchschokolade, 14 Stk. à 14g  196 g;;Südafrika;6;5,95;;
Confiserie;EP;sa510500;Nougatbox Mandelnougat & Cranberry-Mandelnougat, 14 Stk. à 14g  196 g;;Südafrika;6;5,95;;
Gebäck;GEPA;8911921;Waffelgeback mit Cashewkernen in Vollmilchschokolade 100g;;diverse ;6;3,49;;
Gebäck;GEPA;8911922;Waffelgeback mit Cashewkernen in weißer Schokolade 100g;;diverse ;6;3,49;;
Gebäck;GEPA;8911923;Bio Honig Cashew Cookies mit Cashewkernen und Honig 150g;;diverse ;7;2,99;;
Gebäck;GEPA;8911924;Bio Schoko Cookies mit feinherben Schokostückchen 150g;;diverse ;7;2,99;;
Gebäck;GEPA;8911902;Italienische Biscotti Kekse mit Honig und Cashewnüssen 300g;;diverse ;12;2,99;;
Gebäck;GEPA;8911905;Italienische Biscotti Kekse mit Kakao und Cashewnüssen 300g;;diverse ;12;2,99;;
Gebäck;CTM;119;Italienische Biscotti m. Schokostückchen 300 g;;diverse ;12;2,79;;
Gebäck;Libera Terra;LT711;Orangenkekse mit Kakaosplittern Frollini all'Arancia con Fave di Cacao 300 g;;diverse ;12;4,45;;
Gebäck;Libera Terra;LT712;Kekse mit Getreideflocken und Mandeln Frollini ai Cereali con Mandorle 300 g;;diverse ;12;4,45;;
Gebäck;GEPA;8901877;Karamellgebäck 200x5,5g Portionspäckchen 1100g;;diverse;1;13,99;;
Gebäck;GEPA;8911915;Schoko-Orangentaler Mürbegebäck mit Vollrohrzucker und Quinua 125 g;;diverse;6;1,99;;
Gebäck;GEPA;8911916;Kokos-Reis-Kringel Mürbegebäck mit Kokos uns Reis 125 g;;diverse;6;1,99;;
Gebäck;GEPA;8911917;Mascobado-Lemon-Herzen Mürbegebäck mit Vollrohrzucker und Zitronenöl 125 g;;diverse;6;1,99;;
Gebäck;GEPA;8911918;Marmor-Dinkel-Knusperchen Mürbegebäck mit Dinkel und Kakaopulver 125 g;;diverse;6;1,99;;
Gebäck;GEPA;8911919;Reis-Nuß-Blümchen Mürbegebäck mit Reis und Paranüssen 125 g;;diverse;6;1,99;;
Gebäck;GEPA;8911925;Bio-Doblito mit Schokolade gefüllter Doppelkeks 85 g;;diverse;14;1,29;;
Gebäck;EP;sa510400;Nougattaler Mürbekekse mit Nougatstückchen 140 g;;Südafrika;10;2,95;;
Gebäck;EP;bo110204;Dinkel-Quinoa-Gebäck Schoko Orange 150 g;;Bolivien u.a.;6;2,99;;
Gebäck;EP;bo110202;Dinkel-Quinoa-Gebäck Paranüsse Kakao 150 g;;Bolivien u.a.;6;2,99;;
Gebäck;EP;bo110201;Dinkel-Quinoa-Gebäck Paranüsse 150 g;;Bolivien u.a.;6;2,99;;
Gebäck;EP;bo110200;Dinkel-Quinoa-Gebäck Kaffee 150 g;;Bolivien u.a.;6;2,99;;
Gebäck;EP;py010201;Cabossini 200 g;;;6;2,79;;
Gebäck;EP;sl010200;Dinkel-Kokos-Gebäck 150 g;;;6;2,79;;
Gebäck;CTM;170;Guiro Snack 2 Kekse mit Kakaocreme-Füllung 30g;;diverse ;24;0,6;;
Chips und Knabbereien;EP;id310012;Exotic Chips Maniok Orient 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310013;Exotic Chips Maniok India 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310014;Exotic Chips Maniok Sour Cream 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310114;Exotic Chips Maniok Sour Cream 30 g;;Indonesien;30;0,59;;
Chips und Knabbereien;EP;id310015;Exotic Chips Maniok Salz & Pfeffer 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310003;Exotic Chips Maniok natur 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310103;Exotic Chips Maniok natur 30 g;;Indonesien;30;0,59;;
Chips und Knabbereien;EP;id310006;Exotic Chips Maniok Chilly 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310007;Exotic Chips Maniok Knoblauch 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310010;Exotic Chips Maniok Barbecue 100 g;;Indonesien;12;1,59;;
Chips und Knabbereien;EP;id310110;Exotic Chips Maniok Barbecue 30 g;;Indonesien;30;0,59;;
Chips und Knabbereien;Libera Terra;LT701;Tarallini Pugliesi – traditionelles Gebäck aus Apulien mit Olivenöl 300 g;;Italien;14;4,45;;
Chips und Knabbereien;Libera Terra;LT702;Friselline Pugliesi - traditionelles Gebäck aus Apulien mit Olivenöl 250 g;;Italien;14;3,45;;
Chips und Knabbereien;Libera Terra;LT703;Tarallini al finocchietto – traditionelles Gebäck aus Apulien mit Olivenöl und Fenchel 300 g;;Italien;14;4,45;;
Chips und Knabbereien;dwp;rfb414001;Tarallini – italienisches Salzgebäck, mit Schalotten 250 g;;;6;2,4;;
Chips und Knabbereien;dwp;rfb414006;Spizzichi - italienisches Salzgebäck, mit Oliven 100 g;;;6;3,2;;
Chips und Knabbereien;dwp;rfb414005;Spizzichi - italienisches Salzgebäck, mit Rosmarin 150 g;;;6;3;;
Chips und Knabbereien;dwp;rfb414008;Grissini – italienisches Salzgebäck natur 100g;;;7;2,5;;
Chips und Knabbereien;dwp;rfb414009;Grissini – italienisches Salzgebäck mit Kräutern 100g;;;7;2,5;;
Chips und Knabbereien;dwp;rfb414010;Grissini – italienisches Salzgebäck mit Sesam 100g;;;7;2,5;;
Chips und Knabbereien;EP;ml510001;Yam-Sticks, natur, im wieder verschließbaren Beutel 100 g;;Malysia;12;1,59;;
Chips und Knabbereien;EP;ml510002;Yam-Sticks, cheese & onion, im wieder verschließbaren Beutel 100 g;;Malysia;12;1,59;;
Chips und Knabbereien;EP;ml510003;Yam-Sticks, Chicken, im wieder verschließbaren Beutel 100 g;;Malysia;12;1,59;;
Chips und Knabbereien;EP;ml510020;Bananen-Chips, süß, im wieder verschließbaren Beutel 120 g;;Malysia;12;2,19;;
Chips und Knabbereien;EP;ml510021;Bananen-Chips, chili, im wieder verschließbaren Beutel 120 g;;Malysia;12;2,19;;
Chips und Knabbereien;dwp;rph114008;Bananenchips getrocknet und gesüßt 100g;;Philippinen;20;1,89;;
Chips und Knabbereien;ethiquable;58;Rote Kartoffel Chips aus alten Sorten andiner Kartoffeln 100g;;Peru;12;2,49;;
Chips und Knabbereien;ethiquable;57;Blaue Kartoffel Chips aus alten Sorten andiner Kartoffeln 100g;;Peru;12;2,49;;
Chips und Knabbereien;ethiquable;2;Bananenchips scharf 85 g;;Ecuador;12;1,79;;
Chips und Knabbereien;ethiquable;3;Bananenchips salzig 85 g;;Ecuador;12;1,79;;
Chips und Knabbereien;ethiquable;71;Banenchips fruchtig 85 g;;Ecuador;12;1,79;;
Bonbons;GEPA;8911706;Honig-Anis Bonbons 100g;;Costa Rica Guatemala;15;1,49;;
Bonbons;GEPA;8911708;Zitrone-Thymian Bonbons 100g;;Costa Rica;15;1,49;;
Bonbons;GEPA;8911712;Kaffee-Sahne Bonbons 100g;;Costa Rica Tanzania;15;1,49;;
Bonbons;EP;ro110150;Pfefferminzdrops 10 Rollen 150 g;;Rumänien;12;3,49;;
Bonbons;EP;py310217;Kau'fair, Kaubonbons, einzeln verpackt 100g;;Paraguay /Mauritius;16;1,29;;
Bonbons;EP;ml510201;Borneo Jellies Ingwer, Gelee-Bonbons 80 g;;Malysia;12;1,69;;
Fruchtgummi;EP;py310201;"""Bärenstarke"" Bio-Fruchtgummis, 100 g 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310202;"""Exotic Fruit"" Bio-Fruchtgummi, 100 g 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310203;"""Costa Rica Cola"" Fruchtgummi, 100 g 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310205;"Fruchtgummi ""rot-schwarz"", 100 g 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310207;"""Bärenkids"" Bio-Fruchtgummi, 25 g 25 g";;Paraguay;50;0,45;;
Fruchtgummi;EP;py310208;"""Power-Guarana"" Saurer Bio-Fruchtgummi 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310211;"""Jelly Fruit"" Bio-Geleefrüchte, 100 g 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310212;"""Chili-Drachen"" Bio-Fruchtgummi, kbA 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310213;"""Bärenfamily"" Fruchtgummi ohne Gelantine, kbA 100 g";;Paraguay;20;1,29;;
Fruchtgummi;EP;py310216;"""Joghurt-Früchte"" Fruchtgummi, kbA 100 g";;Paraguay;16;1,29;;
Fruchtgummi;EP;py310219;Zootiere wild & sauer saurer Fruchtgummi 100g;;Paraguay;20;1,29;;
Fruchtgummi;EP;py310220;Zootiere wild & sauer saurer Fruchtgummi 25 g;;Paraguay;50;0,45;;
Fruchtgummi;dwp;rpa014015;Bio Lakritz—Bären 100 g;;;12;1,85;;
Fruchtgummi;dwp;rph814010;Mango-Monkeys Fruchtgummi 100g;;Paraguay, Philippinen;12;1,75;;
Fruchtgummi;dwp;rph814020;Bio-Dschungel-Mix Fruchtgummi 100g;;Par., Phil.;12;1,75;;
Fruchtgummi;dwp;rph814011;Pröbchen Mango- Monkey Fruchtgummi 24 g;;Par., Phil.;25;0,5;;
Fruchtgummi;dwp;rpa014003;Saure Schlangen Bande Fruchtgummi, ohne Gelatine 100g;;Paraguay;12;1,75;;
Fruchtgummi;dwp;rpa014002;Bio-Meeres-Mix Fruchtgummi ohne Gelatine 100g;;Paraguay;12;1,75;;
Fruchtgummi;dwp;rpa014007;Bio-Ingwersonnen Fruchtgummi ohne Gelatine, vegan 100g;;Paraguay;12;1,75;;
Fruchtgummi;GEPA;8951701;Freche Fruchtbären Gummibären 90 g;;diverse ;10;1,49;;
Fruchtgummi;GEPA;8951702;Coole Cola Bären Gummibären ohne Koffein 90 g;;diverse ;10;1,49;;
Fruchtgummi;GEPA;8951703;Softie Fruchtgummifrüchte ohne Gelantine, vegan 90 g;;diverse ;10;1,39;;
Fruchtgummi;GEPA;8951704;Saure Ananassticks Fruchtgummi Stangen 90 g;;diverse ;10;1,39;;
Nuss- und Fruchtriegel;GEPA;8919105;Fruit Power Enérgico Fruchtschnitte mit Ananas, Banane u. Cashew 40 g;;diverse ;25;1,29;;
